Book,AverageRating
3895080659,10
3895080756,9
3895080810,7
3895080829,7
3895080888,8
3895080896,7.5
389508090X,8
3895080977,10
3895080985,7
3895081043,6
3895081426,5
3895081477,5
3895082090,8
3895082503,10
3895082570,9
3895082597,5
3895082848,10
3895083542,8
3895084530,8
389508462X,7
3895084670,5
3895084719,10
3895086622,7.5
3895088722,5
3895088803,6
3895088889,8
3895089346,7
3895254401,8
389525794X,7
3895390747,10
3895430579,10
3895520349,7
3895610259,5
389561095,7
3895616400,3
3895626562,9
3895651419,10
3895661864,10
3895811041,8
3895844489,8
3895848786,10
3895849618,7
3896002287,7
3896021494,8
3896021842,5
3896022989,7
3896023535,5
3896024167,9
3896043137,6
3896045202,9
3896045652,7.5
3896091301,9
3896142437,9
3896201492,7
3896230522,5
3896274104,10
3896313290,5
3896313983,6
3896314130,9
3896571036,6.3333335
3896670271,8
3896670557,4.3333335
3896671219,9
3896671669,7.5
3896671979,7
3896672258,4
3896672282,8.666667
3896680781,8
3896921126,6
3897051095,8
389705132X,8
3897052202,4
3897052849,6
389705292X,5
3897053020,1
3897190117,6
3897190230,2
3897212137,7.5
3897212250,5
3897361116,10
3897364849,8
3897484854,10
3897492806,1
3897555239,5
3897690314,5
3897716429,10
3897741261,10
3897820129,10
3898112934,9
3898114848,10
3898119122,10
3898150208,3
3898150291,8
3898150348,7
3898150372,7
3898150402,6
3898150453,6
3898302830,7
3898401588,6
389840403X,7
3898500136,9
3898500144,9
389850042X,9
3898500519,5
3898500578,9
3898500594,9
3898500616,9
3898500640,9
3898500705,9
3898500721,6
3898500748,6
3898500780,7
3898531007,9
389859825X,5
3898851028,7
3898851044,7
3898853284,5
3899064046,10
3899150821,7.5
3899211499,1
3899214501,6
3899214536,8
3899410017,5
389941067X,7
3899776054,8
3900290539,7
3900392013,8
3900399328,3
3900436436,6
3900956014,8
3900965021,8
3901359656,10
3902141115,10
3902144599,5
3905008238,10
3905252058,10
3905414457,7
3905493748,5
3905513315,5
3905513323,3
3905514877,9
3905520060,4
3906625214,7
3906647048,5
3907194357,10
3907589335,7
39080103,5
3908162386,10
3908247349,10
3908247462,10
3908647231,1
3908653118,8
3909480489,10
3909485464,10
3910079520,10
3910163092,5
3910163637,5
3911139200,4
392001293,7
39202216385,6
3920317386,5
3920641167,8
3920799208,5
3921270057,10
392127009X,10
3921270111,10
392127012X,10
3921270146,10
3921305136,7
3921338026,10
3921412315,8
392141670,2
3921424559,4
3921521181,5
3921521254,8
3921521297,8
3921648122,8
3921648149,10
3921648157,10
3921648173,10
3921648181,10
3921656168,9
3922026060,9
3922028004,9
3922028020,8.75
3922028047,9
3922028055,9
3922028071,7.8
3922028098,6
3922028128,8.666667
3922028144,9
3922028152,9
3922028187,9
3922028276,9
3922028284,9
3922046983,4
392221009,8
3922410154,5
3922538002,9
3922548326,6
3922548334,6
3922549004,8
3922549012,6
3922549020,6
3922549594,8
3922670180,3
3922670334,7
3922708072,7
3922723209,7
3922731015,7
3922757278,5
3922834159,10
3922936016,2
3922964109,10
3922964273,10
3922964869,10
3922964931,10
3922964974,10
3922969887,6
392311818X,1
3923176678,5
3923214111,10
3923261012,7
392327002X,2
3923352298,5
3923622104,7
3923893051,9
3924077835,10
392416147X,5
3924163715,7
3924201005,10
3924261113,5
3924456593,5
3924486018,10
3924491011,5
3924491070,5
3924491321,8
3924491593,7
3924491607,7
3924491909,5
3924521034,5
3924623376,6
3924624364,10
3924800448,8
3925744088,8
3925817387,10
3925817395,8
3925898905,7
3926023201,3
3926112263,4
39262207124,10
3926306211,10
3926306246,10
3926306300,10
3926306335,10
3926306386,10
3926642378,3
3926789018,6
3926838132,8
3926849126,8.5
3926949058,9
392721731X,8
3927282294,4.5
3927515477,7
3927568074,8
3927568082,10
3927568201,9
3927658316,8
3927658448,7
3927685208,10
3927710059,10
3927743631,5
3927837415,10
3927926167,8
3928011146,8
3928127810,6
3928195204,10
3928244604,1
3928333119,7
3928430017,10
3928484257,6
3928554301,10
3928660780,6
3928678507,8
3928812343,7
3928885065,6
3928905147,10
3928937022,9
3928950002,6
3928950495,6
3928983865,7
3928999162,6
3929017237,7
3929017318,4
3929017563,8
3929017717,7
3929017776,9
3929085720,7
3929085771,9
3929085801,8
3929096579,5
3929240173,7
3.93E+11,8
3929475421,8
3929512084,8
3929512262,10
3929512289,10
3929512327,10
3929512599,10
392958686X,10
3929638282,9
3930128624,7
3930148048,9
3930228041,8
393024313X,4
3930446006,8.5
3930548178,9.5
39307403X,8
3930777215,6
3930799790,9
3930802783,9.5
3930908298,6
3930944286,9
3931043223,8
3931043460,5
393114030X,9
3931140334,9
3931140415,10
3931192083,8
3931377830,10
3931476138,8
3931476170,7.5
3931476243,10
3931476502,10
3931569233,7
3931670589,9
393178200X,5
3931786358,10
3931824098,10
3931962113,5
3932000412,10
3932069064,9
3932069080,9
3932069102,6.5
3932069110,3
3932069129,7.5
3932069145,3
3932069196,7
3932069218,4
3932069226,7
3932069234,6.5
3932069242,10
3932069269,5
3932069285,4
3932069609,8
3932069846,10
3932170385,5
3932211006,2
3932544129,9
3932621263,7
3932742338,7
3932784863,8.666667
393285506X,6
3932895096,4
3932902084,10
3932902114,10
3932902300,10
3932909658,7.5
3932909674,9
3932927168,8
393299244X,7
3933056659,10
3933062357,3
3933067022,8
3933096332,6
3933103118,7
3933160170,9
3933191475,9
3933191637,7
3933241049,3
3933314089,8
3933366372,4
3933575028,10
3933731569,4
3933731763,2
3934254454,6
3934333060,10
3934460003,8
3934460062,9
3934559X,8
3934613063,3
3934614191,3
393463849X,5
3934649009,6
3934927300,10
3935220014,10
393522012X,10
3935263155,3
3935363575,10
3935383053,10
3935383061,10
3935383134,10
393546200x,10
393546908X,10
3935469101,9
3935569025,7.3333335
3935590547,4
3935659180,8
3935767250,10
3935784023,9
3935798075,10
3935798725,10
3935822472,8
3935843240,9
3936018022,5
3936068453,8
393619601X,10
3936229007,8
393625009X,10
3936250111,8
3936384010,4
3936559260,7
3936617155,10
3936738041,4
393674243X,10
3936783055,9
3936783063,9
3936819009,9
3936819017,8
3936896011,10
393700114X,4
3937051546,5
3937108025,8
3937193006,6
3937341145,10
3937793003,8.375
3937793011,10
3937793054,8.5
3937793062,8
3937793097,8
3937793100,7
3937793143,5
393¥Ë_704064,10
3941710309,5
39417108X,5
39417800,10
394271989,7
394309261,7
394309979,10
394404289,9
394428250,8
394464354,9
39449992,4
394529197,4
394702387,8
394702689,10
394711890,6
394712390,8
394716639,8
394717724,7
394717805,10
39483612X,8
39483965X,5
394938968,9
3951257519,8
395200248,7
3952060607,7.5
3952121002,5
395219204,5
3952289507,8.5
39538169X,6
395754231,5
3959222411,8
395992473,10
396265779,4
397793038,3
3980214257,6
3980217655,7
3980231508,7
3980313026,10
3980353494,10
398038120X,10
3980389790,6
3980393984,2
3980422658,10
3980439003,5
3980440834,8
3980449319,4
398050896X,3
3980533484,9
3980616886,7
3980618404,10
3980618447,10
3980629236,10
3980640604,7
3980649911,5
3980750701,9
3980800911,10
3980803740,4
3980838404,10
3980840816,8
3980847209,8
3980914208,2
3984215150,5
399111069,10
399115528,10
399116265,6
399135812,5
399501487,7.5
399503854,9
399505237,7
399505261,8
399900012,2
4.00E+12,5
4001156768,7
4004304652,9
40052/90,7
400991967,7
401025260,10
4.03E+12,6
40393837,3
404585821,10
40614/2098,8
4061489593,5
406186050X,8
4062001187,10
4062550717,8
4062550725,8
406255114,8
4062551683,8
4062551756,8
406255178,8
406255229,9
4062555468,8
4062555506,8
406255573,8.5
4062731304,10
4063346706,10
4079322909,8
4091011896,10
4091042828,8
4091609974,5
4095100923,8
4101100012,10
4101235058,8
4101240213,8
4122026903,9
412543363,9
413295508,10
4141148981,8
416158501,7.5
416202500,9
416442003,8
416734222,6
4190869775,7
41GTE052,4
41GTE184,3
4.24E+11,9
424280577,8
425018474,8
42502536075,8
42502706195,10
425031748,8
425032795,7
425033104,9
425034658,9
425036413,8
42503643X,10
425041166,10
425044750,5
425047288,8
425099611,5
425104397,5
425122956,8
425158616,7
4251661470,7
425171515,6
425174050,7
42518269,3
42518287,9
425675964,5
426053621,9
42665689562,4
427612453,10
43.4671968,5
4309460062,8
4311700024,6.6666665
432360912,6
432530757,6
4.33E+11,5
43289898554,7
4333012031,7
434050040,7
434142743,7
43429067X,5
434328243,8
434328294,8
434934488,8
434949019,8
438156995,7
438303362,10
4385102783,9
439139597,9
43922745,8
43922758,8
4399208156,10
4400005356,6
44000199125,6
44000207,5
44001149125,9
44001178099,10
44001188225,7
44001868125,8
44003450150,5
44004113325,7
44005853125,7
44006057245,5
44006067175,8
44007037125,9
44007424150,7
44007424195,10
44009577075,10
44009593195,6
440183669,10
440187443,10
440208912,7
440214009,10
440217547,10
440222656,10
440224039,7
44022643,6
44023574X,7
4403660207,9
4403660215,10
44105477,7
44110258095,8
4411049885,9
44113600095,7
441227295,6
441676405,9
443341931,10
4442237432,8
444300/121/83,8
444300977,5
44500622095,10
4453099966,6.5
4453304721,7
445487304,5
446364150,10
446403423,6
44651538,10
446516317,10
44651913,10
446519138,9
446604712,6
446605883,6
446605891,5
446610178,10
446611778,10
44774778075,8
4478052123,7
44900542075,10
44900768150,10
44901351095,7
44901401075,5
44901430095,10
44901668125,7
44901753150,4
44901776195,8
44902133125,8
44902755125,8
44902817060,7
4490300599,6
44903006998,8
44903007995,5
4491217967,7
449147452,5
449238555,7
4492694150,5
44990024X,5
449911004,7.6666665
449912345,7
450002225,6
450009637,8
450022846,7
450025551,8
450032418,5
450034429,8
450036405,8
450038289,8
450039501,8
450040054,9
450040763,9
450041565,7
450042804,8
450043371,8
450045188,7
450045978,8
450047814,6
451099648,9
451140915,9
451172817,9
451180062,8
451185110,7
451191692,7
451193334,9
451197410,5
451202341,9
4512037710,8
451406095,8
451409140,8
451518829,4
4517065150,10
451E6083,9
451Q3761095,8
451Q4666095,9
451Q4789095,5
451Q4872095,6
451UQ1079095,4
451q4111095,8
452265819,8
452773957,10
4533004563,10
45536887,10
457600292,10
4577021595,10
457871971,8
459000982X,10
4592883187,5
459555155,10
460020048,9
4621027530,5
464266677,7
4651930077,8
4659400495,5
4661325196,7
4661325197,10
4664722540,8
4686171118,6
469214958,9
4.71E+12,8
472612453,10
47355920,8
47600500,7
4763615106,5
4766111478,8.5
4766111486,9
4766111494,9
4766111745,7
4766111753,9
4766112407,9
4766112415,8
4770006950,10
4770007922,7
4770011067,10
4770014627,7
4770015240,8
4770015364,10
4770015429,5
4770015437,8
4770015534,10
4770015836,5
4770016352,5
4770016557,7
4770016883,7
4770016905,6
4770017014,8
4770017073,5
4770017537,7
4770018827,8
477001922X,9
4770019505,9
4770019513,8
4770019572,10
4770019653,7
477001970X,9
4770020678,9
4770020686,10
4770020805,9
4770023022,10
4770023294,10
4770023790,7
4770023936,6.5
4770025009,8
477002505X,5
4770025947,10
4770026080,10
4770026447,10
4770026455,10
4770026838,10
4770026862,8
4770027400,10
4770027443,10
4770027451,10
4770027621,8
4770027648,9
4770027818,9
4770028555,9
4770028601,10
4770028822,10
4770028962,7
4770029055,9
4770029489,5
4789000583,8
4789000680,9
4789000982,10
4789005178,9
4789780236,8
4789780368,8
4789780449,9
4789780503,9
4789780597,10
4789780724,10
4789780880,10
4789781062,10
4789782182,10
4789782786,10
4789783227,10
48.TEN.009,7
4817090014,9
482207324,7
4834009424,8
483628569,7
4840211884,10
4845705567,10
4845822024,5
48500353,8
486265724,10
48628211,10
48804/91,5
4884630815,8
4885031184,8
4887755171,10
4887870299,8
4888720029,10
4888720134,10
4888720142,8
4888720266,10
4888720304,10
4888720347,10
4889960457,7
4889960465,10
4889960724,5
4889960767,9
4889960929,8
4889961151,8
4890110917,8
4891362204,8
4892031410,10
4892370118,10
4892372145,10
48TEN019,6
48TEN030,7
4.90E+12,10
4.91E+11,7
4906574467,8
495610002,10
4.97E+12,10
496555811,7
497570119,8
498074749,10
5005005513X,8
5006393361,5
5.01E+12,9.5
5.01E+12,7
5.02E+12,6
5020054542,10
5030008004,10
5030012699,9
503002042X,7
50371569,10
5040000995,7
5040009437,4
5040022727,8
5040028660,9
5040028679,9
5040040571,9
5050002893,8
5050011280,9
5050055687,10
506002301X,9
50696893,7
507655709,5
509331999,5
510341462,5
5103772000,7
5104353958,7
513446846,4
5135675930,4
5148801400,9
515086991,7
515093556,6
515102385,5
515120618,10
515124214,10
515132187,6
515134368,9
515135062,10
51513628X,10
515=133973,10
5170042124,10
5170108303,7
517259222,8.5
5210600495,7
52300227150,8
523390551,10
5237001971,9
5237016081,8
5264003645,6
5267003514,9
526770142,5
526800099,8
5268011537,8
529186652,5
529968936,6
5304717125,5
531095523,9
531800282X,5
5330022525,7
53308277175,7
5351602289,5
5352003656,7
5353004329,10
5361021932,7
538158931,6
5386015402,10
5386015429,9
5402901600,7
5410005368,7
5415008233,7
5415012672,7
541501294X,9
5415014195,7
5415445145,5
542001226X,9
5441427729,7
544179086,8
5.45E+11,6
5471103523,10
54901467,5
551662604,7
5518384325,9
552081256,8
552082767,9
552865214,9
552999415,7
55304488195,5
55304899150,6.5
55304905125,6
55304918125,6
55305433125,7
55305543075,7
55305555150,10
55305613095,10
55305663,6
55305709075,7
55306466195,7.5
55306700195,8
55306909125,10
55307039075,5
5530707195,6
55307077195,10
55307116125,4
55307178150,8
55307200175,9
55307280075,5
5530773100,9
55307791,9
55307947195,9
55307999095,8
55308274095,10
55308590195,10
55308648195,10
5531742361,9
553229490,8
553229818,7
55324700X,5
553261258,6
553268074,7
55327032X,6
553279556,10
553290789,7
55329490,10
553564528,8
55356783,8
553571060,7
553571885,10
553580388,7
553584049,10
55381275,8
554763517,9
5550205599,10
555053150X,9
5550534274,10
555097598X,9
555111614X,5
5551172945,8
5551500187,7
5551696006,9
5551732509,5
5551776328,5
5551973522,10
5552022920,8
5552165306,7
5552446135,7
5552552660,8
5553465214,7
5553531144,7
5553676770,5
5553861977,6
555472206,7
5556053901,9
5557121005,5
5571177182,3
5571607342,8
558104623,6
5.60E+12,8
5.60E+12,5.6
5.60E+12,8
5.61E+12,8
561002010,10
5611104638,5
5611296801,8
561739723,8
56181030,7
5620220578,6
5622220578,6
5626449760,9
563085444,9
563742789,3
565005413,8
56500624X,10
566147598,6
566475071,5
5699005765,6
5701203271,8
5711021930,8
5715730176,6
573220280,5
5751311543,8
577233334,8
577569494,9
5783604062,7
5783605042,8
5783605425,10
5790003303,9
57910864,5
5797900068,7
5798901823,3
579890184X,3
5807101219,9
5811202571,8
5811202636,10
5816800353,9
5831123152,10
583460031X,10
584218511,8
5845105129,9
5857750229,8
5860211593,7
586029029X,9
586038167,9
586038280,7
586038930,10
586040021,8
586042652,8
586042830,8
586042873,6
586043667,7
586044299,6
5870660025,6
5881892648,7
5884170300,7
5885540098,8
5885900647,5
589207330,5
590422642,8
59048743,10
590568914,8
592.538942,5
5935640015,7
5942782016,10
594962002X,5
595145116,9
5952403093,10
5960001842,5
597232018,8
599182555,6
6.318/62,9
601793441,8
6021085378,5
6026/3039,10
60303294X,5
603935290,5
604409378,6
60581322,2
606146942,6
60718956,10
60901977,10
609669636,7
6.11E+12,10
611121967,8
61312015187,3
614207321,8
6151738219,10
616688349,5
617238190,9
618528689,10
6186188166,7
623514037,8
6251552515,10
6300157563,10
630522577X,10
6305308802,10
6305416222,9
6305537321,7
631951068,10
6341778446,6
6375504397,10
638372305,9
6391199058,7
64231357,2
6431031929,9
643341178,8
6451485223,8
6461213520,8
646471365,10
6537300425,8.5
6551095001,5
655183004,8
656906376,6
662257283,10
664244591,6
6.67E+12,10
6671508482,6
667192258,8
667241688,10
6679835130,6
668021772,6
6688427279,10
670003492,9
670010596,7
670010618,5
670018023,9
670259365,6
670301124,6
670364738,8
670496626,8
670537977,7
670728756,8
670878073,5
671.78833.7.1,5
671003755,8
671010125,7
67101417X,9
671016652,10
671021001,7
671027387,7
671027581,9
671028375,9
671035347,10
671036505,9
671103105,5
671109839,10
67120872,10
671209612,10
671211323,7
671211978,8
671219065,6
671282824,8
67141359,6
671434004,4
671453076,8
671453165,8
671455079,8
671465538,7
6.71E+11,7
67146902075,3
671471813,9
67147815X,9
6.71E+11,7
671485024,7
67162461X,10
671708635,7
671737627,10
671756788,10
671772325,5
671774492,7.5
67177588X095,7
671776207,7
671780468,8
671781383,10
671781618,10
671785052,10
671785222,9
671785621,10
6.72E+11,8
671785672,6
671787438,8
671787683,7
671788353,5.5
671795791,8
671800183,10
6.72E+11,7
671800361,8
671803492,8
6.72E+11,8
671873202,8
6726191335,9
674478877,7
679404252,6
679444815,8
679701098,8
679721886,9
679728953,10
679735186,5
679815600,8
679833684,7
679866620,10
681323279,5
683207326,10
68340075,5
684100533,7
684124971,10
684144433,10
6841766616,9
684187785,9
684717603PBK,7
684717646,9
684717972,6
684717980,8
684718057,10
684719274,8
684823624,10
684853507,3
684874350,10
688084923,8
688149111,8
688309747,8
689304641,4
696003422,8
696450003,5
700100599,1
7009700205,6
7009700226,10
700970024,4
7009704500,6
7009705900,7
70116173,8
7020031730,10
7020040845,3
7020043275/1,8
7021205372,9
7021449456,10
70350B2012573,6
703599936,7
7040067188,5
705400964,7
707304164,8
70908979,5
709712497,6.5
7098910071,5
7099300699,8
7099300750,10
7099300799,7
70993007997,7
7099300895,8
709930799,9
7099900395,7
7099903993,8
710003132X/F.,5
7100100699,4
7100100750,8
7100900250,9
7100900350,7
7100900495,7
7100900595,6
7100900599,5
7100900699,7
7100900750,10
7108009153,8
710800982X,8
7108013096,5
7108013134/J.,10
7108013622,8
7108016338,9
71105115,5
7111115929,10
7114900175,7
7116200699,6.75
71186005,7
7119000306,7
711900557X,10
7119007726,7
7119009648,10
711900977X,8
7119016792,1
7119028898,8
7119029770,10
714162727,9
714819107,6
715405669,8
71542109,6
716005778,7.5
717265242,10
7182066440,7
7183100599,6.3333335
7183100699,8
71831007995,7
71837/93,8
71908979,6.8
7201024558,5
7204058364,8
7208036322,5
720803708,6
721757016,6
7218036104/I.,5
7221039496,6
7221039518,4
7221058040,10
7222025634,10
7224042307,5
723563503,7
724611657,7
72482922,9
7265111540,8
727203799,10
7291229921,9
7300024378,8
7300040578,7
7309029925/B.,9
7.31E+11,5
7321197021,8
733611141,7
736298273,7
738463020,10
7411435701,9
7427007752,7
743223136,5
743246438,10
743256819,7
743411269,10
743411447,8
74343627X,5
743437802,10
744305723,5
744416903,4
7447099159,4
7478808671,7
749314362,8
749320346,8
7500064772/H`,6
7500105320,10
7500422636,5
7500424981,7
7500425732,8
7500627092,6
7500829574,2
7501210209,5
7502820469/Z,5
7505100904,1
7505327887,5
7505715313,8
7505715666,9.5
7505715909,9
7505716662/F.,9
7505940872,10
7506015498,4
7506015528,5
7506314002,5
7506318881,9
750631889X,10
750631889X/1,5
7506319039,4
7506324067/I.,3
750710141X,4
7507201686,6
7507202496,5
750750349,9
7507512355,5
7507712842,1
7508305310,5
7511877720,4
75282600,7
7530615184,6
7531316412,4
7531429721,10
7532122964,9
7532505081,10
7532718301/I.,9
7532721493,10
7532730158,10
753330053X,5
7533720490,8
7533904583,6
7533908554,5
7534720109,6
7535710638,9
7536025084,5
7536025092,5
7537823421,9
7537896543,10
7538258264,5
7538881968,6
7539615427,5
7540704608,5
7540722665,7.5
7541520713/Q.,8
754260633,5
7544220087,10
7544223418/I,8
7544223434/I¥Ë_,8
7544223442,7
754430017X,8
754430423X,7
7547800055,5
7560013805/H.,1
7560014186,8
7561327293,7
7561910908,5
75666/95,8
757531748,10
761673461,7
762727144,8
764241487,5
76696508,8
7671400550,10
7671400595,10
7671400799,9.5
767295885,7
7.68E+12,5
7678300225,10
7.68E+12,9
7678300295,6.5
7678300495,10
7.68E+12,9
7.68E+12,9
7678300599,10
7.68E+12,9
7678300699,5.5
7678300799,5.5
767916069,8
7.70E+11,8
7.71E+11,9
7.71E+11,8
77123270,8
771595352,5
77162760,8
77185911,10
773680160,8
775503493,5
775503943,3
77556/94,7
7765301616,10
7.78E+11,7
7.78E+11,8
779575376,8
7800048411/H.,6
7800048594,10
7800051846,6
7800053865/10,8
7800054330/10,8
7800054993,4
7800733661,9
7800733742/F.,10
7800737381/D¥Ë_,10
7801058305,4
7801093763,5
7801155556,10
7.80E+11,8
7.80E+11,9
7801423844,5
7801450884,10
7801477308,2
7.80E+11,7
7.80E+11,6
7.80E+11,8
7.80E+11,8
7.80E+11,5
7.80E+11,3
7.80E+11,10
7.80E+12,5
7.80E+11,10
7805676127,10
7805676461,10
7.81E+11,6
7806051104,5
7806087036,4
7806272011/I.,10
7806313117,7
7806318232,9
7806453474,6
780653251X,5
7806532668,8
7806680632,9
7.81E+11,9
7.81E+11,7
7.81E+11,10
78073007998,7
7.81E+11,9
7.81E+11,7.5
7.81E+11,3
7810195298,8
7810366785,7
7810800116,6
7.82E+11,8
7.82E+11,10
7.82E+11,1
7.82E+11,10
7.82E+11,7
7.82E+11,7
7.82E+11,7
7.82E+11,9
7.82E+11,7
7.82E+11,7
782307359,6
7.83E+11,8
7.83E+11,10
7.83E+11,10
7.85E+11,7
7856456247,1
786002832,5
78670621X,7
786863714,9
7.89E+11,8
7.90E+12,7
790063746X,10
791716784,4
793188808,8
793238377,7
794264599,6
795774734,9
797507925,5
7992753550,8
7¥Ë_¥Ë_80656¥Ë_¥Ë_549,10
8.00E+12,7
8006166484,7
800714022,1
800786084,10
8.01E+12,9.5
8.01E+12,7
8.01E+12,7.25
802014135,10
8020206469,5
8020711457,9
8022005894,6
8022010340,10
8022010545,9
8022011215,9
8022011371,10
8022201324,8
8.02E+12,8
8.02E+12,7
8.02E+12,5
8.02E+12,8.5
8.02E+12,8
8.02E+12,5
8.02E+12,5
8.02E+12,7
8.02E+12,6
8.02E+12,5
8023833847,8
802385173X,7
8032165389,5
8042129440,5
805059555,10
80507337,8
8051066091,9
8.05E+11,10
80651/94,7
807059811,9
8071151432,4
8071180475,4
8071181439,9
8071185035,8
8071187569,5
8071456713,9
8071652733,9
8071812064,8
8071812447,10
8071850454,6.5
8071970654,5
8071981869,6
8072030272,9
8072032704,10
8072502077,6
807253081X,5
8072578618,7
8.08E+12,7
8081427731,8
8085128829,6.5
8085204061,7
8085213648,7
8085662299,7
808576931X,3
8085794551,4
8085906481,5
8086513009,6
8088897793,6
8088897882,10
8088939372,8
8090128920,9
8090196071,10
8090272509,7
8091411637,10
809493748,10
8096752545,8
8111121034,9
812071797X,5
8120718992,10
8120724399,5
8120813871,7
8121170013,9
8122692538,8
812812913,5
81281360X,8
812813839,7
8141678567,8
814907180,9
816628570,8
8170187184,5
8170215404,7
8170217210,5
8171200427,4
8171202039,4
8171202047,4
8171203663,4
8171412149,8
8171670407,8
8171677347,7
8172234104,5
8172234988,10
8172235305,5
8172241216,10
8172610041,10
8172610750,8
8172610777,8
8173711461,8
817436076X,7
8174361898,10
817436191X,8
8175252723,5
8175300396,7
817543364,8
8176210919,8
8185063133,8
8185274703,4
8185326207,5
818567440X,7
8185985189,8
8185986053,8
8186953019,9
8187326255,7
8187422009,6
8187671173,8
818798144X,10
8188086010,5
819473020,10
819473022,5
8200063887,6
8202029686,9
8202134889,9
8202159040,6.5
8202201438,9
8202211506,5
8202223075,8
8202228158,10
8203178960,10
8203204635,8
8203206433,9
8203229115,10
8204029993,3
8204033427,6
8204066260,10
8204082878,7
8205004692,9.5
8205232318,7
8205276706,8
8205277338,9
821719246,3
821747460,5
82196899,7
8220481793,7
8221033666,7
8221731343,8
823257947,9
8247802368,7
8249500032,1
8250425456,5
8251800811,8
8251917743,7
8252147127,7
8252501575,9
8252517374,9
8252548849,5
8253022484,7
8253024231,8
8256000082,7
8257412503,7
8258811428,6
8271325198,7
8279000704,5
8279001271,8
8280870016,8
829173012,5
8292189009,10
8301122390,4
8303025732,8
8303028073,5
8305110532,5
8305111504,5
830511385X,5
8306009606,5
8306013204,5
8306016025,5
8306026217,5
8306026829,8
830700554X,5
8307015243,5
8307019281,9
8307019311,5
8307827002,8
8308000274,5
8308019188,5
8308029094,8.5
8308033555,8
8310077343,8
8310083386,6
8311067406,8
8311068933,5
8314800250,10
8320314941,5
8320324394,5
8320705649,5
8320707951,5
8320715164,10
8320804949,8
8321109640,10
8321329519,8
8321404898,5
8321407749,6
832140927X,7
8321582788,5
8321603181,5
8321603203,5
8321728677,8
8321800602,5
8321801722,5
8321803059,5
8321903398,5
8322101619,5
8322106491,9
8322319851,8
8324000208,10
8324003266,8
8331583462,1
833654593,5
8370015352,7
8370061982,8
8370072054,10
8370078403,10
837023030X,7
8370237797,9
8370480047,5
8370665098,6
8370700195,5
8370700268,5
8370700551,5
837070137X,5
8370755275,8
837079811X,6
8371105167,7
8371204728,9
8371204760,7
8371205783,10
8371233795,7
8371298587,7
8371500939,8
8371504047,9
8371520298,8
83715557,6
8371576005,10
8371625472,5
8372203601,9
837220439X,6
8372274975,4
8372450714,10
8372457425,5.5
8372553300,10
8372556148,8
8372557675,9
8372980462,8
8372982066,8
8373114343,5
8373114645,6
837311713X,7
8373191283,10
8373193626,8
8373370560,8.5
8373373985,9
83749897,8
8385066438,5
8385079068,9
8385103171,3
8385144099,8
8385264035,2
8385268669,8
8385412565,8
8385468137,8
8385496424,7
8385954155,5
8385959610,5
8385966277,5
838600813X,8
8386117605,9
8386268190,7
8386427019,9
8386735775,9
8386890088,5
838694417X,7
8386962127,9
8387376108,6
8387463604,10
8387696072,4
83879241X,4
8388074032,5
8388221965,9
8388243675,9
8388553410,7
8388556029,5
8389291045,10
8389676117,7.5
8390042703,5
8390096420,7
8390150123,7
8390699230,3
84.02.05006.9,9
84.20646199,7
84.239.2100.X,9
84.2657243X,8
84.272.4132.1,6
84.297.1944.X,7
84.322.1539.2,7
84.345.8148.9,5
84.8464.163.5,9
84.8464.202.X,9
84/96246620,8
84000000001,8
8400000001,8
8400000002,10
8400000003,8.5
8400000004,7
840000001,9
8400000011,5
8400000013,7
8400000028,5
8400000044,8
8400000045,3
8400000046,5
8400000073,7
8400000077,10
8400000078,6
8400000087,3.5
8400000088,1
8400000089,3
8400000478,10
8400007878,6
84002067042,10
8401008654,10
8401009383,4.5
8401009421,8
8401009596,6
8401009960,6
8401010918,8
8401011698,5
8401011892,5.5
8401011973,6
8401012104,5
8401012201,7
8401012317,8
8401012457,7
840101297X,7
8401013151,3
8401013305,6.5
8401014239,2
8401014441,3
840101445X,8
8401014549,7
8401014603,8
8401014956,5
840101512X,10
84010378389,7
84010461189,8
8401230012,4
8401230063,7
8401240107,7
8401240220,6
8401240239,6.5
840124028X,6
8401240298,7
8401240301,7
8401240379,7
8401240409,6
8401240417,7
8401240425,6
8401240484,7
8401240514,7
8401240557,7
8401240581,6
8401240662,7
8401240689,6
8401240697,7
8401242231,8
840124224X,7.5
8401242266,10
8401242274,8
8401242304,7
8401242371,9
840124250,10
8401242576,6.5
8401242746,7
840124280,8
8401242827,7
840124286X,7
8401301548,9.5
8401301785,7
8401302102,8
8401302307,7
8401302366,9
840130315,9.5
840130315X,10
8401303257,7
8401303761,6
8401304105,5
8401304253,6
8401305292,10
8401305306,10
8401310245,6
8401310253,5
840131495X,9
8401321069,6.5
8401321158,5
8401321182,1
8401321220,6
8401321328,6.5
8401321344,8
840132162X,9
8401321719,7
8401321751,5
8401321786,8
8401321794,7
8401321891,5
8401322146,7
8401322367,5
8401322421,6
8401322618,6
8401322626,5
8401322677,7
8401322790,6
8401322809,5
8401322863,7
840132291X,7
8401322987,5
8401322995,7
8401323037,6
8401323045,5
8401323088,6
8401323096,5
8401323126,6
8401323193,5
8401323282,7
8401323304,7
8401323460,8
8401323509,5
8401323606,5
8401323657,8
840132369X,5
840132372X,8
8401323878,5
8401323924,7
8401323967,7
840132405X,8
8401324173,7.5
8401324238,8
8401324289,7
8401324378,5
8401324645,7
8401324734,7
8401324815,5
